What is another term for video as a media product?,Moving picture.
What are some examples of video products mentioned in the source material?,"Television programmes, film, and video shared via streaming platforms."
What types of products are included under the category of 'audio products'?,"Sound tracks, sound effects, and audio books."
What do 'music products' cover in the media industry?,"Bands, solo artists, and instrumental music."
"Name three examples of media products from the provided list, excluding video, audio, and music.","Animation, digital imaging/graphics, and social media platforms/apps."
Visual effects and _____ are listed as two distinct types of media products.,Special effects (SFX).
"Besides traditional media, what are two examples of interactive or immersive media products listed?",AR (Augmented Reality) and VR (Virtual Reality).
Comics and _____ are listed as a type of graphical media product.,graphical novels.
"Why are video, audio, and music important in the media industry?","They help communicate meaning, create mood, and engage audiences."
"What should a good introduction about video, audio, and music explain?",It should briefly explain their role in media products and why they matter to audiences.
How can video help a media product communicate with an audience?,"It combines moving images, action, and visual storytelling to capture attention."
How does video enhance a media product?,It adds moving images and visual storytelling that help engage the audience and communicate meaning.
Name three media sectors where the significance of video could be discussed as an example.,"Film, television, and computer games (others include interactive media and the internet)."
Why are audio products important in media?,"They add information, atmosphere, and emotional impact for the audience."
What do audio elements contribute to in media products?,Storytelling and user experiences.
Name three media sectors where the importance of audio could be discussed as an example.,"Film, television, and radio (others include computer games, interactive media and the internet)."
Why is music used in media products?,"It helps set the tone, create emotion, and make content more memorable."
What key functions does music perform in media sectors like film and television?,"It adds emotional depth, sets the tone, and enhances engagement."
"What should a strong conclusion about video, audio, and music do?",It should sum up why they matter and link back to their impact on audiences.
"What should a strong conclusion about video, audio, and music include?",A summary of why they are important and how they improve audience experience and communication.
Media products like websites and eBooks fall under the broader category of _____.,Multimedia.
